207,752,668,420,404
206,746,668,422,404
205,740,662,428,416
204,740,664,434,422
203,742,670,444,432
202,750,674,460,440
201,750,682,460,448
200,750,676,478,448
199,752,676,486,454
198,748,670,492,458
197,750,664,498,458
196,748,658,504,458
195,748,650,510,458
194,748,646,516,458
193,756,630,526,452
192,752,624,532,438
191,752,608,544,434
190,756,588,558,420
189,766,574,568,414
188,770,560,578,408
187,782,548,590,400
186,780,538,606,398
185,786,534,614,388
184,796,524,624,384
183,784,522,624,382
182,778,520,624,382
181,776,520,624,384
180,770,516,616,386
179,764,516,614,390
178,752,516,610,392
177,744,514,606,392
