602,514,718,136,332
601,510,718,134,330
600,498,718,128,326
599,480,718,126,326
598,468,718,122,326
597,452,718,120,326
596,442,718,102,328
595,426,718,98,330
594,416,718,90,330
593,406,718,68,330
592,396,718,62,326
591,384,714,60,322
590,374,718,60,316
589,362,718,48,316
588,346,718,40,316
587,340,718,20,316
586,336,718,24,316
585,338,716,32,318
584,338,716,32,318
583,334,712,42,316
582,330,706,46,310
581,332,696,50,308
580,338,672,78,302
579,348,646,94,288
578,358,616,118,274
577,362,592,132,256
576,370,574,146,246
575,376,556,160,240
574,382,548,170,236
573,392,544,184,236
572,396,538,196,234
571,398,532,202,236
570,400,530,206,238
569,402,528,212,240
568,402,528,216,244
567,402,528,218,246
566,400,526,218,248
565,396,524,218,248
564,396,522,218,250
563,396,522,220,252
562,402,520,236,256
561,414,514,250,256
560,428,510,270,262
559,438,524,284,284
558,442,536,294,300
557,448,564,300,314
556,446,566,300,318
555,446,566,300,322
554,448,570,302,328
553,450,570,304,334
552,456,576,312,342
551,462,580,318,350
550,468,590,324,360
549,472,598,346,374
548,480,610,350,386
547,486,620,366,398
546,490,634,372,414
545,490,646,374,426
544,490,656,374,436
543,486,658,374,440
542,484,662,376,444
541,486,662,380,444
540,490,660,384,444
539,494,654,390,440
538,500,654,396,440
537,504,648,404,440
536,508,648,408,440
535,512,640,416,434
534,520,628,424,426
533,524,616,428,414
532,528,604,438,412
531,530,600,440,408
530,534,596,446,406
529,536,592,448,404
528,538,588,450,402
527,540,584,452,398
526,542,578,454,392
525,546,570,468,388
524,548,568,470,386
523,550,564,470,382
522,552,554,478,382
521,552,550,478,378
520,552,544,478,372
519,552,538,478,366
518,550,528,478,358
517,544,520,480,352
516,536,502,474,338
515,524,484,462,322
514,516,462,452,304
513,510,446,450,290
512,510,434,450,278
