602,514,718,136,332
601,510,718,134,330
600,498,718,128,326
599,480,718,126,326
598,468,718,122,326
597,452,718,120,326
596,442,718,102,328
595,426,718,98,330
594,416,718,90,330
593,406,718,68,330
592,396,718,62,326
591,384,714,60,322
590,374,718,60,316
589,362,718,48,316
588,346,718,40,316
587,340,718,20,316
586,336,718,24,316
585,338,716,32,318
584,338,716,32,318
583,334,712,42,316
582,330,706,46,310
581,332,696,50,308
580,338,672,78,302
579,348,646,94,288
578,358,616,118,274
577,362,592,132,256
576,370,574,146,246
575,376,556,160,240
574,382,548,170,236
573,392,544,184,236
572,396,538,196,234
571,398,532,202,236
570,400,530,206,238
569,402,528,212,240
568,402,528,216,244
567,402,528,218,246
566,400,526,218,248
565,396,524,218,248
564,396,522,218,250
563,396,522,220,252
562,402,520,236,256
561,414,514,250,256
560,428,510,270,262
559,438,524,284,284
558,442,536,294,300
557,448,564,300,314
556,446,566,300,318
555,446,566,300,322
554,448,570,302,328
553,450,570,304,334
552,456,576,312,342
