678,532,718,224,406
677,532,718,224,402
676,532,718,224,400
675,532,718,224,400
674,524,718,216,394
673,524,716,216,392
672,516,718,214,388
671,512,718,210,382
670,508,718,208,378
669,504,718,202,374
668,504,718,202,368
667,502,718,200,364
666,506,718,194,358
665,506,718,194,354
664,504,716,192,352
663,504,718,192,352
662,504,718,192,352
661,512,718,200,352
660,514,718,202,352
659,518,718,206,352
658,522,718,210,352
657,526,718,214,352
656,532,718,220,362
655,536,718,228,368
654,542,718,234,368
653,548,716,238,376
652,548,716,238,376
651,558,718,242,376
650,558,718,242,376
649,558,718,242,376
648,554,718,240,374
647,558,718,240,372
646,558,718,240,372
645,564,718,246,368
644,566,718,248,364
643,566,718,248,364
642,568,718,250,362
641,568,718,244,366
640,568,718,242,366
639,570,718,244,368
638,572,716,246,366
637,572,718,246,360
636,570,718,244,358
635,570,718,244,358
634,564,718,238,354
633,564,716,238,352
632,556,718,230,352
631,556,718,230,352
630,556,718,232,348
629,558,718,228,348
628,558,718,228,348
627,558,718,228,344
626,562,718,232,342
625,562,716,232,340
624,562,716,232,340
623,562,716,232,340
622,562,716,232,340
621,562,716,232,340
620,566,716,236,340
619,572,716,242,340
618,582,716,252,340
617,584,718,264,344
616,584,718,264,344
615,584,718,264,344
614,588,718,268,344
613,588,718,268,344
612,590,718,276,344
611,590,718,280,346
610,590,718,280,346
609,590,718,280,346
608,582,718,278,346
607,578,718,274,346
606,572,718,266,346
605,574,718,260,346
604,574,718,260,346
603,580,718,260,346
602,590,718,262,342
601,598,718,270,340
600,602,718,272,338
599,602,718,272,338
598,602,718,272,338
597,600,718,272,332
596,594,718,266,326
595,590,718,266,322
594,590,718,266,322
593,586,718,266,318
592,586,716,266,314
591,586,712,266,310
590,586,710,266,308
589,586,710,266,308
588,586,710,266,308
587,586,710,266,308
586,588,708,268,306
585,588,706,268,304
584,588,704,268,302
583,588,704,268,302
582,578,698,264,296
581,578,696,264,294
580,572,696,258,294
579,570,692,256,286
578,570,690,256,284
577,570,692,256,286
576,570,692,256,286
575,580,694,268,288
574,582,694,270,288
573,584,694,272,288
572,584,694,272,288
571,586,682,280,282
570,586,680,280,280
569,588,672,288,278
568,588,670,288,276
567,590,666,290,274
566,590,666,290,274
565,588,662,298,274
564,588,662,298,274
563,588,656,298,268
562,590,652,300,264
561,590,650,300,262
560,590,650,300,262
559,600,668,304,264
558,604,676,302,266
557,608,688,302,270
556,614,692,304,274
555,610,692,300,274
554,610,692,300,274
553,610,690,300,272
552,610,688,300,270
551,610,684,300,266
550,608,684,298,266
549,606,686,286,268
548,606,682,286,264
547,600,678,280,260
546,598,674,276,252
545,598,672,276,250
544,596,666,274,248
543,600,666,278,248
542,600,666,278,248
541,606,672,284,250
540,606,672,284,250
539,610,674,288,252
538,610,674,288,252
537,610,674,288,252
536,610,674,288,252
535,612,674,290,252
534,616,682,290,260
533,616,682,290,260
532,612,694,288,274
531,612,696,288,276
530,614,702,290,278
529,606,706,276,282
528,604,706,274,282
527,600,718,270,296
526,598,716,268,304
525,600,718,260,312
524,600,718,260,314
523,596,718,252,316
522,594,718,250,322
521,592,718,248,326
520,588,722,244,330
519,586,718,242,332
518,580,718,236,334
517,576,718,232,334
516,574,718,230,338
515,574,718,230,338
