00762,468,718,172,418
00761,468,718,172,418
00760,468,718,172,418
00759,468,718,172,418
00758,468,718,172,418
00757,466,716,172,416
00756,466,716,172,416
00755,466,718,172,414
00754,466,718,172,414
00753,468,718,174,414
00752,470,718,176,414
00751,472,718,178,414
00750,474,718,178,412
00749,474,718,178,412
00748,474,718,178,412
00747,474,718,178,410
00746,474,718,182,410
00745,474,718,182,408
00744,476,718,184,408
00743,476,718,184,408
00742,476,718,184,408
00741,476,718,184,406
00740,476,718,184,402
00739,478,718,186,400
00738,478,718,186,398
00737,480,718,188,398
00736,482,718,190,398
00735,484,716,192,394
00734,484,716,192,394
00733,484,718,192,392
00732,484,718,192,392
00731,486,718,194,390
00730,486,718,194,390
00729,486,718,194,388
00728,486,718,194,386
00727,486,718,194,386
00726,486,718,194,386
00725,486,718,194,386
00724,486,718,194,386
00723,486,718,194,386
00722,486,718,194,384
00721,486,718,194,382
00720,486,718,194,382
00719,486,718,194,382
00718,486,718,194,380
00717,486,718,194,378
00716,486,718,194,378
00715,488,718,196,378
00714,490,718,198,378
00713,492,718,200,380
00712,496,718,202,380
00711,500,718,202,380
00710,500,718,204,380
00709,504,718,208,382
00708,506,716,210,374
00707,506,718,210,382
00706,504,718,212,388
00705,500,718,202,390
00704,500,718,198,390
00703,500,718,198,390
00702,500,718,198,390
00701,500,718,198,394
00700,498,718,196,394
00699,494,718,192,394
00698,490,718,188,394
00697,486,718,184,396
00696,478,718,176,402
00695,476,718,174,402
00694,472,718,170,400
00693,470,718,170,396
00692,470,718,170,392
00691,470,718,170,388
00690,470,718,170,388
00689,476,718,178,388
00688,488,716,186,396
00687,504,718,198,398
00686,524,718,218,398
00685,538,718,220,396
00684,538,718,220,396
00683,538,718,220,396
00682,534,726,224,404
00681,534,716,224,410
00680,534,716,224,410
00679,534,716,224,408
00678,532,718,224,406
00677,532,718,224,402
00676,532,718,224,400
00675,532,718,224,400
00674,524,718,216,394
00673,524,716,216,392
00672,516,718,214,388
00671,512,718,210,382
00670,508,718,208,378
00669,504,718,202,374
00668,504,718,202,368
00667,502,718,200,364
00666,506,718,194,358
00665,506,718,194,354
00664,504,716,192,352
00663,504,718,192,352
00662,504,718,192,352
00661,512,718,200,352
00660,514,718,202,352
00659,518,718,206,352
00658,522,718,210,352
00657,526,718,214,352
00656,532,718,220,362
00655,536,718,228,368
00654,542,718,234,368
00653,548,716,238,376
00652,548,716,238,376
00651,558,718,242,376
00650,558,718,242,376
00649,558,718,242,376
00648,554,718,240,374
00647,558,718,240,372
00646,558,718,240,372
00645,564,718,246,368
00644,566,718,248,364
00643,566,718,248,364
00642,568,718,250,362
00641,568,718,244,366
00640,568,718,242,366
00639,570,718,244,368
00638,572,716,246,366
00637,572,718,246,360
00636,570,718,244,358
00635,570,718,244,358
00634,564,718,238,354
00633,564,716,238,352
00632,556,718,230,352
00631,556,718,230,352
00630,556,718,232,348
00629,558,718,228,348
00628,558,718,228,348
00627,558,718,228,344
00626,562,718,232,342
00625,562,716,232,340
00624,562,716,232,340
00623,562,716,232,340
00622,562,716,232,340
00621,562,716,232,340
00620,566,716,236,340
00619,572,716,242,340
00618,582,716,252,340
00617,584,718,264,344
00616,584,718,264,344
00615,584,718,264,344
00614,588,718,268,344
00613,588,718,268,344
00612,590,718,276,344
00611,590,718,280,346
00610,590,718,280,346
00609,590,718,280,346
00608,582,718,278,346
00607,578,718,274,346
00606,572,718,266,346
00605,574,718,260,346
00604,574,718,260,346
00603,580,718,260,346
00602,590,718,262,342
00601,598,718,270,340
