678,532,718,224,406
677,532,718,224,402
676,532,718,224,400
675,532,718,224,400
674,524,718,216,394
673,524,716,216,392
672,516,718,214,388
671,512,718,210,382
670,508,718,208,378
669,504,718,202,374
668,504,718,202,368
667,502,718,200,364
666,506,718,194,358
665,506,718,194,354
664,504,716,192,352
663,504,718,192,352
662,504,718,192,352
661,512,718,200,352
660,514,718,202,352
659,518,718,206,352
658,522,718,210,352
657,526,718,214,352
656,532,718,220,362
655,536,718,228,368
654,542,718,234,368
653,548,716,238,376
652,548,716,238,376
651,558,718,242,376
650,558,718,242,376
649,558,718,242,376
648,554,718,240,374
647,558,718,240,372
646,558,718,240,372
645,564,718,246,368
644,566,718,248,364
643,566,718,248,364
642,568,718,250,362
641,568,718,244,366
640,568,718,242,366
639,570,718,244,368
638,572,716,246,366
637,572,718,246,360
636,570,718,244,358
635,570,718,244,358
634,564,718,238,354
633,564,716,238,352
632,556,718,230,352
631,556,718,230,352
630,556,718,232,348
629,558,718,228,348
628,558,718,228,348
