328,550,714,444,588
327,540,718,436,582
326,538,718,434,578
325,538,718,434,578
324,538,718,434,574
323,538,718,434,574
322,542,718,440,570
321,542,718,440,570
320,534,718,438,562
319,534,714,438,564
318,532,714,438,564
317,530,708,438,562
316,528,706,436,560
315,524,706,434,560
314,522,704,432,560
313,522,704,432,560
312,522,702,434,564
311,524,698,438,560
310,528,698,442,560
309,534,698,454,556
308,548,690,466,548
307,564,678,484,548
306,580,662,504,534
305,592,654,520,532
304,608,638,540,520
303,624,628,558,510
302,640,608,574,496
301,656,588,594,478
300,668,574,610,466
299,680,562,622,454
298,692,556,634,450
297,700,544,646,442
296,708,530,654,428
295,714,522,660,420
294,720,510,668,414
293,724,504,672,410
292,732,498,680,404
291,736,484,684,390
290,742,478,692,386
289,746,480,696,388
288,758,478,708,388
287,770,468,722,386
286,784,452,738,368
285,796,434,750,350
284,802,424,760,340
283,804,420,762,336
282,802,420,760,336
281,798,430,758,346
280,794,438,754,354
279,790,438,754,354
278,784,424,750,348
